NC_003277.2_plasmid_pSLT	SBV215_contig_2	99.441	31681	164	10	16406	48078	22427	54102	0.0	57511
NC_003277.2_plasmid_pSLT	SBV215_contig_2	98.226	16295	264	8	57828	74119	55957	72229	0.0	28467
NC_003277.2_plasmid_pSLT	SBV215_contig_2	97.144	8159	206	12	1	8152	6656	14794	0.0	13751
NC_003277.2_plasmid_pSLT	SBV215_contig_2	97.781	6669	123	11	87276	93933	1	6655	0.0	11472
NC_003277.2_plasmid_pSLT	SBV215_contig_2	93.666	6141	334	31	9677	15792	16034	22144	0.0	9134
NC_003277.2_plasmid_pSLT	SBV215_contig_2	92.644	5098	359	15	77566	82655	76621	81710	0.0	7323
NC_003277.2_plasmid_pSLT	SBV215_contig_2	97.392	3029	65	8	84249	87275	83804	86820	0.0	5144
NC_003277.2_plasmid_pSLT	SBV215_contig_2	99.522	1882	8	1	55536	57416	54072	55953	0.0	3424
NC_003277.2_plasmid_pSLT	SBV215_contig_2	93.241	1805	119	1	74642	76446	72704	74505	0.0	2654
NC_003277.2_plasmid_pSLT	SBV215_contig_2	93.007	1001	55	7	76431	77430	74978	75964	0.0	1447
NC_003277.2_plasmid_pSLT	SBV215_contig_2	93.251	726	49	0	83208	83933	82127	82852	0.0	1070
NC_003277.2_plasmid_pSLT	SBV215_contig_2	95.714	210	9	0	5625	5834	10536	10327	1.35e-91	339
NC_003277.2_plasmid_pSLT	SBV215_contig_2	95.238	210	10	0	3675	3884	12473	12264	6.28e-90	333
NC_003277.2_plasmid_pSLT	SBV215_contig_2	94.737	209	11	0	38389	38597	40198	39990	1.05e-87	326
NC_003277.2_plasmid_pSLT	SBV215_contig_2	94.737	209	11	0	33970	34178	44617	44409	1.05e-87	326
NC_003277.2_plasmid_pSLT	SBV215_contig_2	91.473	129	6	5	15933	16059	22172	22297	1.45e-41	172
NC_003277.2_plasmid_pSLT	SBV215_contig_2	93.506	77	4	1	84048	84123	83726	83802	8.91e-24	113
NC_003277.2_plasmid_pSLT	SBV215_contig_2	85.507	69	9	1	83950	84018	83669	83736	5.44e-11	71.3
NC_003277.2_plasmid_pSLT	SBV026_contig_2	99.596	28468	96	15	19623	48078	32657	61117	0.0	51915
NC_003277.2_plasmid_pSLT	SBV026_contig_2	98.233	16295	263	8	57828	74119	62972	79244	0.0	28472
NC_003277.2_plasmid_pSLT	SBV026_contig_2	97.766	6669	124	11	87276	93933	1	6655	0.0	11466
NC_003277.2_plasmid_pSLT	SBV026_contig_2	97.863	6646	114	10	1	6637	6656	13282	0.0	11461
NC_003277.2_plasmid_pSLT	SBV026_contig_2	94.414	6140	290	28	9677	15792	16417	22527	0.0	9389
NC_003277.2_plasmid_pSLT	SBV026_contig_2	94.092	3605	211	2	77566	81169	83648	87251	0.0	5476
NC_003277.2_plasmid_pSLT	SBV026_contig_2	97.332	3186	85	0	16406	19591	22810	25995	0.0	5413
NC_003277.2_plasmid_pSLT	SBV026_contig_2	99.522	1882	8	1	55536	57416	61087	62968	0.0	3424
NC_003277.2_plasmid_pSLT	SBV026_contig_2	97.778	1980	39	5	84249	86226	90799	92775	0.0	3408
NC_003277.2_plasmid_pSLT	SBV026_contig_2	93.241	1805	119	1	74642	76446	79719	81520	0.0	2654
NC_003277.2_plasmid_pSLT	SBV026_contig_2	89.208	1464	144	14	81199	82655	87250	88706	0.0	1816
NC_003277.2_plasmid_pSLT	SBV026_contig_2	97.538	1056	26	0	86220	87275	92724	93779	0.0	1807
NC_003277.2_plasmid_pSLT	SBV026_contig_2	94.206	1001	55	3	76431	77430	81993	82991	0.0	1524
NC_003277.2_plasmid_pSLT	SBV026_contig_2	94.007	901	48	6	6687	7583	13956	14854	0.0	1360
NC_003277.2_plasmid_pSLT	SBV026_contig_2	93.251	726	49	0	83208	83933	89123	89848	0.0	1070
NC_003277.2_plasmid_pSLT	SBV026_contig_2	93.440	564	36	1	7590	8152	13344	13907	0.0	835
